,Id,Fold1-TierI,Fold1-seed0,Fold1-seed1,Fold1-seed2,Fold1-seed3,Fold1-seed4,Fold2-TierI,Fold2-seed0,Fold2-seed1,Fold2-seed2,Fold2-seed3,Fold2-seed4,Fold3-TierI,Fold3-seed0,Fold3-seed1,Fold3-seed2,Fold3-seed3,Fold3-seed4,Fold4-TierI,Fold4-seed0,Fold4-seed1,Fold4-seed2,Fold4-seed3,Fold4-seed4,Fold5-TierI,Fold5-seed0,Fold5-seed1,Fold5-seed2,Fold5-seed3,Fold5-seed4
13,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005979_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
14,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005979_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
15,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000611_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
16,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000611_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
17,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000611_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
18,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000611_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
19,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000611_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
20,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000552_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
21,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000552_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
22,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000552_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
23,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000552_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
24,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000552_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
25,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000535_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
26,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000535_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
27,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000535_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
28,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000535_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
29,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007500_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
30,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007500_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
31,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007500_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
32,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005884_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
33,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005884_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
34,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005884_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
35,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005884_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
36,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005884_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
37,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005962_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
38,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005962_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
39,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005962_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
40,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005962_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
41,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001849_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
42,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001849_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
43,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001849_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
44,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001849_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
45,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001849_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
46,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001859_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
47,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001859_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
48,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001859_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
49,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001859_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
50,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,train,train,train,train,train
51,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,train,train,train,train,train
52,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,train,train,train,train,train
53,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,train,train,train,train,train
54,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000625_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,train,train,train,train,train
55,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000574_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
56,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000574_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
57,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000574_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
58,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000574_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
59,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001869_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
60,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001869_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
61,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001869_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
62,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001869_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
63,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001869_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
64,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001856_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
65,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001856_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
66,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001856_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
67,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001856_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
68,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001856_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
69,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000623_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
70,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000623_06m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
71,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000623_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
72,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000623_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
73,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000623_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
74,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000623_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
75,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005816_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,train,train,train,train,train,Train,,,,,
76,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005816_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,train,train,train,train,train,Train,,,,,
77,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005816_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,train,train,train,train,train,Train,,,,,
78,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005816_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,train,train,train,train,train,Train,,,,,
79,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000554_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
80,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000554_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
81,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000554_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
82,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000554_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
83,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000586_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
84,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000586_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
85,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000586_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
86,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000586_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
87,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000586_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
88,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005966_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
89,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005966_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
90,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005966_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
91,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005966_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
92,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005851_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
93,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005851_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
94,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005851_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
95,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005851_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
96,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005851_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
97,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000555_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
98,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000555_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
99,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000555_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
100,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000555_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
101,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000555_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
102,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001863_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
103,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001863_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
104,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001863_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
105,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001863_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
106,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001863_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
107,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007501_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
108,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007501_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
109,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005959_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
110,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005959_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
111,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005959_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
112,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-005959_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
113,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000599_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
114,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000599_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
115,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000599_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
116,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000599_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,train,train,train,train,train,Train,,,,,,Train,,,,,
117,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007511_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
118,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007511_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
119,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-007511_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,train,K test,train,train,train
120,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001855_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
121,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001855_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
122,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001855_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
123,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001855_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
124,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001855_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,,,,,,Train,,,,,
125,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001868_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,K test,K test,K test,K test,K test,Train,,,,,
126,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001868_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,K test,K test,K test,K test,K test,Train,,,,,
127,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001868_01m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,K test,K test,K test,K test,K test,Train,,,,,
128,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001868_03m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,K test,K test,K test,K test,K test,Train,,,,,
129,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-001868_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,K test,K test,K test,K test,K test,Train,,,,,
130,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000656_05m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
131,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000656_04m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
132,/opt/ImageBase/AWS_sync/cropped/aedes/aegypti/JHU-000656_02m.jpg,Train,,,,,,,U2 test,N,N,U2 test,U2 test,Train,,,,,,Train,train,train,train,train,train,Train,,,,,
